centaur_case_id,new_seg_id
26395459,84849
26396561,84850
26397692,84851
26394695,84852
26394158,84853
26394703,84854
26397396,84855
26395644,84856
26397387,84857
26394280,84858
26397076,84859
26396410,84860
26393309,84861
26396284,84862
26397776,84863
26393746,84864
26394443,84865
26395405,84866
26394387,84867
26395881,84868
26397527,84869
26396466,84870
26394860,84871
26395055,84872
26397376,84873
26393140,69733
26396499,84874
26392882,84875
26397762,84876
26393433,61842
26397599,84877
26393049,84878
26397292,84879
26394081,84880
26393313,84881
26393058,25481
26394266,84882
26394506,84883
26394868,84884
26397663,84885
26397145,84886
26397232,84887
26396283,84888
26395311,84889
26394433,84890
26393606,84891
26393725,84892
26394331,84893
26397416,84894
26395593,84895
26393644,84896
26395868,84897
26393883,84898
26393080,84899
26396258,84900
26397282,84901
26394615,84902
26394660,84903
26394013,84904
26397514,84905
26396848,84906
26395162,84907
26396623,84908
26394630,84909
26394313,84910
26396102,84911
26397725,84912
26395487,84913
26393275,84914
26394889,84915
26393152,84916
26393819,84917
26397750,84918
26397371,84919
26397600,84920
26396520,84921
26393127,84922
26395935,84923
26393837,84924
26396370,62494
26396271,84925
26396133,84926
26397256,84927
26393304,84928
26396911,84929
26394740,84930
26397667,34851
26397301,84931
26393930,84932
26393101,84933
26393368,34876
26396026,84934
26394880,84935
26394499,84936
26395277,84937
26393114,84938
26395710,84939
26396817,27961
26396459,50078
26393438,34776
26395349,84940
26395913,84941
26394333,84942
26396490,84943
26396449,84944
26394099,84945
26395614,84946
26393750,35024
26396297,84947
26397782,84948
26394337,84949
26394925,84950
26393903,84951
26396001,84952
26394791,84953
26396020,84954
26395771,84955
26394089,84956
26397019,84957
26392936,84958
26392834,84959
26393665,84960
26397545,84961
26395034,84962
26396723,35000
26396542,84963
26397321,84964
26397362,84965
26397272,84966
26394839,84967
26396070,84968
26396158,84969
26396082,84970
26393952,84971
26393311,84972
26396481,84973
26394025,84974
26395217,84975
26396178,84976
26393261,84977
26393864,84978
26393792,84979
26394213,35726
26393718,84980
26396876,84981
26396164,84982
26396329,84983
26394361,84984
26395747,84985
26395684,84986
26393528,84987
26393588,84988
26393776,84989
26395810,84990
26397373,84991
26396821,84992
26397604,84993
26396462,84994
26397773,84995
26393240,84996
26393551,84997
26393897,84998
26397109,84999
26393726,85000
26393415,85001
26395325,85002
26393511,85003
26393639,85004
26395226,85005
26397576,85006
26393993,22734
26396761,29282
26397636,85007
26396427,85008
26393331,85009
26397288,85010
26396740,85011
26394566,85012
26396415,85013
26397051,28392
26396374,85014
26393873,85015
26395590,85016
26395254,85017
26397473,85018
26396509,85019
26396204,85020
26395615,85021
26392810,85022
26396540,85023
26395681,85024
26394268,85025
26393570,85026
26394488,85027
26397570,85028
26395757,85029
26393411,85030
26395537,85031
26393354,85032
26397436,85033
26394654,85034
26395618,85035
26397578,85036
26395535,85037
26397124,85038
26396432,85039
26395947,85040
26393145,85041
26395368,85042
26392997,85043
26395752,34962
26393674,85044
26396256,23737
26394693,85045
26394845,85046
26393501,85047
26397070,85048
26393015,85049
26394949,85050
26392917,85051
26393621,85052
26393409,85053
26395122,85054
26393155,85055
26397319,59613
26393898,85056
26397352,85057
26393360,85058
26393490,85059
26394818,85060
26396572,30332
26396616,85061
26397495,85062
26394390,85063
26394661,85064
26396948,85065
26396023,47464
26395824,85066
26394843,85067
26393920,85068
26393634,85069
26393978,85070
26397083,85071
26397547,85072
26397118,65648
26392974,85073
26393505,39694
26394271,42047
26394732,85074
26396005,85075
26396006,85076
26395289,85077
26394464,85078
26396049,63508
26394529,85079
26394166,85080
26393654,85081
26396327,85082
26393198,85083
26394005,85084
26392838,34790
26395480,85085
26394676,85086
26393089,85087
26393517,85088
26397177,85089
26392808,85090
26395538,85091
26393469,85092
26393000,85093
26393880,85094
26397665,85095
26395774,85096
26393914,85097
26397336,85098
26394616,85099
26397690,85100
26394079,46108
26397704,85101
26394455,85102
26393578,85103
26395417,85104
26395361,20779
26393142,85105
26397259,85106
26395159,85107
26395854,85108
26393829,85109
26397474,85110
26395709,85111
26394857,85112
26396594,53480
26392924,85113
26393234,85114
26393456,85115
26396989,85116
26394115,85117
26393577,85118
26396523,85119
26397493,34981
26393550,85120
26396551,85121
26393336,85122
26396011,85123
26394689,85124
26395308,41339
26396299,85125
26396673,85126
26396052,85127
26393120,85128
26393090,85129
26393693,85130
26397480,85131
26393274,85132
26396000,85133
26396125,85134
26395196,85135
26393375,85136
26395999,85137
26395580,85138
26393808,85139
26394478,35489
26394763,85140
26395274,85141
26397245,85142
26397591,85143
26393558,85144
26396686,85145
26397284,85146
26395581,85147
26395307,85148
26393301,85149
26394190,85150
26395569,85151
26394087,85152
26392817,85153
26395905,85154
26397131,21187
26393481,85155
26393773,85156
26397532,23745
26397445,85157
26395179,85158
26394245,85159
26394062,85160
26393003,85161
26393724,85162
26397705,85163
26395808,85164
26393592,85165
26394536,85166
26397666,85167
26394520,85168
26394238,85169
26394708,85170
26395568,85171
26394577,85172
26394336,85173
26394910,85174
26393286,85175
26396702,85176
26393183,85177
26397650,85178
26396170,85179
26393607,85180
26394233,85181
26397457,85182
26395116,85183
26396453,85184
26394066,85185
26396219,35089
26393533,85186
26393717,85187
26395041,85188
26393497,85189
26395341,85190
26393954,85191
26396997,85192
26394597,85193
26394290,85194
26396319,85195
26394315,85196
26395726,85197
26394071,85198
26392819,85199
26393865,85200
26396190,56233
26395802,85201
26392909,85202
26395290,85203
26394564,85204
26393248,85205
26396600,85206
26397094,85207
26396604,85208
26392814,85209
26397655,85210
26394107,85211
26397424,85212
26394822,85213
26393043,85214
26394301,85215
26396507,85216
26396342,85217
26395059,85218
26396972,85219
26393820,54058
26395232,85220
26397761,85221
26395936,85222
26396071,85223
26397563,44640
26397744,85224
26396293,85225
26397506,43398
26394324,85226
26392842,85227
26392967,85228
26394267,85229
26394958,85230
26396516,85231
26397273,85232
26395778,85233
26397382,85234
26396617,85235
26394643,85236
26393516,85237
26393881,85238
26396629,85239
26393507,85240
26397753,85241
26397306,85242
26396837,85243
26396674,85244
26397726,85245
26395279,85246
26395447,85247
26394360,85248
26394138,85249
26396057,85250
26396244,85251
26393231,85252
26396968,85253
26395208,85254
26395366,85255
26393056,85256
26396131,85257
26393632,85258
26397117,85259
26393622,85260
26396694,85261
26395468,85262
26396413,85263
26396555,85264
26393509,85265
26396898,85266
26394480,85267
26396933,85268
26394012,55565
26395257,85269
26397713,85270
26395919,85271
26396860,85272
26395245,85273
26393443,85274
26394212,85275
26397537,85276
26393736,85277
26394657,85278
26394327,85279
26395061,85280
26396237,85281
26394698,85282
26394813,85283
26393094,85284
26393404,85285
26395794,85286
26396144,85287
26395880,85288
26394399,85289
26393803,85290
26397568,85291
26394943,85292
26393163,85293
26394622,85294
26396153,85295
26394038,85296
26394281,85297
26396991,42067
26395266,85298
26394838,85299
26395024,85300
26395625,85301
26396703,85302
26396636,85303
26394457,85304
26393486,85305
26396083,85306
26393975,85307
26394930,85308
26395753,85309
26395836,85310
26393702,85311
26396421,85312
26393926,85313
26397754,85314
26393294,85315
26397013,44754
26396166,85316
26396372,85317
26393226,85318
26393343,85319
26395965,85320
26393365,49467
26396025,85321
26396417,85322
26395847,85323
26393992,85324
26396884,85325
26392888,61258
26393448,85326
26395280,85327
26394604,85328
26396765,85329
26395244,85330
26394476,85331
26396130,85332
26396288,85333
26393640,85334
26396524,85335
26395536,85336
26394178,85337
26396414,64755
26396682,85338
26397404,85339
26393941,85340
26396806,85341
26394751,85342
26396107,85343
26396639,85344
26393531,85345
26397530,85346
26394970,85347
26395783,85348
26392946,85349
26393699,85350
26395632,85351
26394454,85352
26394240,85353
26396298,85354
26392931,85355
26393825,85356
26397443,85357
26396675,85358
26397328,85359
26395302,85360
26394289,85361
26395192,35890
26395029,85362
26395731,85363
26396090,85364
26393520,64650
26394879,21290
26396086,85365
26396185,85366
26394096,85367
26393948,85368
26397775,85369
26395399,85370
26397168,85371
26396286,85372
26396068,85373
26394484,85374
26396104,85375
26395224,85376
26393332,85377
26394395,85378
26396151,85379
26395286,85380
26395635,40252
26393668,85381
26396895,85382
26397067,85383
26393218,85384
26393537,85385
26392794,85386
26394283,85387
26392853,85388
26397220,85389
26393921,85390
26393457,85391
26394882,63305
26396859,39248
26397170,85392
26397423,85393
26397261,85394
26397642,29772
26393986,85395
26394334,85396
26394462,85397
26394582,85398
26394808,85399
26397222,85400
26396475,85401
26394440,85402
26396514,85403
26394001,85404
26395799,85405
26394287,85406
26395450,85407
26395481,85408
26396075,85409
26395256,85410
26395513,85411
26393762,85412
26393144,85413
26393676,85414
26397036,85415
26392897,85416
26393982,85417
26395863,85418
26396716,85419
26395066,85420
26396778,85421
26397407,85422
26396909,85423
26395517,85424
26395345,85425
26396744,85426
26395169,63450
26397755,85427
26395005,85428
26397040,54305
26394955,85429
26392871,85430
26394820,85431
26392891,85432
26395716,85433
26393893,85434
26395354,85435
26394501,85436
26394346,85437
26395970,85438
26396211,85439
26393381,85440
26395786,85441
26395908,85442
26394449,85443
26396206,85444
26393426,85445
26394683,85446
26395628,85447
26392857,85448
26394294,85449
26396770,85450
26397620,85451
26394797,85452
26396422,85453
26394840,85454
26395089,85455
26396381,85456
26395793,85457
26395327,85458
26394284,85459
26394724,85460
26394911,85461
26395599,85462
26396553,85463
26393167,85464
26397562,62834
26392959,85465
26392938,85466
26395928,85467
26396306,85468
26392824,85469
26396280,85470
26394118,85471
26396941,85472
26395816,85473
26393427,85474
26394854,85475
26394734,85476
26393408,85477
26394368,85478
26396500,85479
26396010,85480
26397304,85481
26393540,85482
26395530,85483
26397645,85484
26393295,85485
26394226,85486
26393512,85487
26396689,85488
26393384,85489
26394900,85490
26394659,85491
26393569,85492
26395979,85493
26395164,37881
26395398,85494
26394056,85495
26394810,85496
26394909,50601
26395867,85497
26395669,85498
26397714,85499
26393217,85500
26397549,85501
26396713,85502
26395031,85503
26396189,47438
26394151,85504
26393768,85505
26394200,85506
26393323,85507
26395362,45897
26397039,85508
26395426,85509
26395967,85510
26396878,85511
26394159,85512
26395460,85513
26394608,85514
26392984,85515
26395443,85516
26397392,85517
26393328,85518
26394883,85519
26396774,85520
26396645,85521
26395119,85522
26396096,85523
26395741,85524
26396870,85525
26393425,85526
26395759,85527
26395539,85528
26393667,34939
26393168,85529
26394892,85530
26393617,85531
26397353,85532
26394169,85533
26393563,85534
26397489,85535
26397383,85536
26397262,85537
26395660,85538
26393393,85539
26395570,85540
26397320,85541
26394075,85542
26396059,85543
26397434,85544
26393108,85545
26396554,85546
26397788,85547
26397686,85548
26394393,85549
26397739,85550
26397670,85551
26393342,85552
26394209,85553
26394471,85554
26395862,85555
26397061,85556
26393908,85557
26394884,85558
26397026,85559
26394129,85560
26395760,85561
26394744,85562
26394511,85563
26394028,85564
26396063,85565
26395736,85566
26396641,85567
26393529,85568
26394996,85569
26393340,85570
26395131,85571
26395511,85572
26393312,37406
26395780,85573
26396546,85574
26393050,85575
26394525,85576
26394161,45143
26394869,85577
26394008,85578
26393691,30252
26393555,85579
26393181,85580
26395470,85581
26394342,85582
26395574,85583
26395870,24105
26393413,85584
26397303,85585
26397778,85586
26393292,85587
26397240,85588
26394299,85589
26393298,85590
26397515,85591
26395662,85592
26397043,85593
26396977,85594
26392822,85595
26396688,85596
26395037,35825
26394719,85597
26396112,85598
26393630,85599
26396236,85600
26394967,85601
26393296,85602
26393581,85603
26394067,85604
26394132,85605
26394802,85606
26393091,85607
26393260,85608
26395011,85609
26393287,68826
26394990,85610
26396923,60170
26395284,85611
26397219,85612
26395376,85613
26392799,21059
26393927,85614
26396839,85615
26395227,85616
26397317,85617
26395172,85618
26394090,85619
26396782,85620
26393317,85621
26396742,85622
26394928,50270
26394555,85623
26395715,85624
26394325,85625
26397331,85626
26396310,85627
26394745,60608
26394216,85628
26392941,85629
26395310,85630
26395189,85631
26394100,85632
26395663,85633
26396804,85634
26397069,85635
26396181,85636
26397053,85637
26395708,85638
26395956,85639
26394912,85640
26394856,85641
26393629,85642
26397417,85643
26395148,85644
26397430,85645
26394851,85646
26395293,85647
26396445,85648
26394140,85649
26394156,85650
26397159,85651
26394510,85652
26395931,85653
26394819,21868
26394559,85654
26394783,85655
26392935,85656
26393432,85657
26392795,85658
26393269,56900
26394571,85659
26396833,85660
26396337,85661
26397003,85662
26396640,85663
26394667,85664
26397749,85665
26395312,85666
26395241,85667
26394517,85668
26395429,85669
26394916,85670
26397622,47205
26394416,85671
26393947,85672
26395522,85673
26397134,85674
26394887,85675
26395730,66739
26397438,85676
26395213,85677
26397064,85678
26397326,85679
26397453,85680
26396939,85681
26396548,85682
26396265,85683
26396835,85684
26393166,85685
26397313,85686
26397460,85687
26394829,21753
26394119,85688
26396522,39121
26395507,85689
26396529,85690
26396799,85691
26397580,85692
26397426,85693
26392994,85694
26396487,85695
26397075,85696
26393306,85697
26397525,85698
26396485,85699
26395045,31328
26393057,85700
26393657,85701
26395105,85702
26396184,85703
26395229,85704
26395177,85705
26397589,85706
26395983,26075
26393227,85707
26396391,85708
26396148,85709
26392875,85710
26397380,85711
26392920,85712
26395497,85713
26395040,85714
26395665,85715
26397022,85716
26393245,85717
26395414,85718
26396425,85719
26395351,85720
26393782,85721
26393573,85722
26397455,85723
26395944,56648
26396626,85724
26394863,85725
26392960,85726
26397638,85727
26394901,27192
26397329,85728
26395554,85729
26395147,85730
26394044,85731
26396361,85732
26393463,85733
26395181,85734
26394849,85735
26394497,85736
26397153,85737
26396272,59583
26393874,85738
26393919,85739
26394639,85740
26397364,85741
26395611,85742
26397458,66688
26392828,40580
26395914,85743
26395987,27282
26394502,85744
26396033,85745
26392934,85746
26394696,85747
26395186,85748
26395563,85749
26394700,85750
26397231,85751
26397174,85752
26396254,85753
26395030,85754
26394059,85755
26397033,85756
26396464,85757
26393625,85758
26392902,85759
26397365,85760
26393450,85761
26394544,85762
26394728,85763
26393811,85764
26397606,85765
26396877,85766
26395658,85767
26396930,85768
26397135,85769
26393823,85770
26395695,85771
26397055,85772
26397708,85773
26392914,85774
26394149,85775
26394285,85776
26394609,85777
26395267,85778
26393279,85779
26393752,85780
26397724,85781
26396978,85782
26396541,85783
26394921,85784
26393647,85785
26396022,85786
26396642,85787
26394841,85788
26397769,85789
26395109,85790
26394979,85791
26392921,85792
26396360,85793
26394288,85794
26397308,85795
26393892,85796
26397479,85797
26394077,85798
26394047,85799
26392816,85800
26396205,85801
26397587,85802
26393215,85803
26394065,35227
26393894,85804
26393738,85805
26396881,85806
26392878,85807
26396974,85808
26397088,85809
26395994,85810
26394560,85811
26392937,85812
26393362,85813
26394021,85814
26397224,85815
26396584,85816
26397315,85817
26397155,85818
26393233,85819
26393081,85820
26396714,85821
26393451,85822
26393303,85823
26397616,85824
26396896,85825
26397546,85826
26395420,85827
26397440,85828
26397041,85829
26394972,85830
26393424,51380
26393407,85831
26394642,85832
26395754,85833
26394091,85834
26395895,85835
26393545,85836
26393380,85837
26396255,85838
26394193,85839
26395381,85840
26394414,85841
26397629,85842
26397677,85843
26393329,85844
26397358,85845
26393580,85846
26394865,85847
26393209,85848
26393839,85849
26394800,85850
26393319,85851
26396779,85852
26395814,85853
26393742,85854
26393265,85855
26397678,85856
26395934,85857
26394750,85858
26395451,85859
26396658,65522
26393492,85860
26392988,85861
26393390,85862
26394321,85863
26395033,85864
26396486,85865
26395194,85866
26395622,36180
26395165,85867
26393571,85868
26394365,85869
26396438,28280
26394867,85870
26396960,85871
26395025,85872
26392969,85873
26394354,85874
26397681,85875
26394988,85876
26396376,85877
26397391,85878
26393055,85879
26395363,39213
26396700,85880
26394117,39332
26397463,85881
26396141,85882
26397340,85883
26397233,85884
26395335,85885
26397042,85886
26395838,85887
26397703,85888
26394895,85889
26396160,85890
26397451,85891
26396066,85892
26394561,85893
26395209,85894
26394945,85895
26396116,85896
26394576,85897
26396588,85898
26394687,85899
26393358,85900
26393429,85901
26397191,85902
26394975,85903
26397195,85904
26393887,85905
26394853,85906
26394355,42345
26395767,85907
26397037,35055
26394453,85908
26394417,85909
26395525,70791
26396892,85910
26396769,85911
26393398,85912
26396392,85913
26397089,85914
26396803,85915
26392925,85916
26396851,85917
26396320,85918
26396111,85919
26397516,85920
26392804,85921
26396756,85922
26394246,85923
26394679,85924
26396976,85925
26396651,85926
26396106,85927
26394537,85928
26396665,85929
26394714,85930
26393300,85931
26397082,85932
26397110,85933
26396592,35404
26394425,35350
26396904,85934
26394710,85935
26397748,85936
26392811,85937
26396739,85938
26396171,85939
26397347,85940
26394648,85941
26393735,85942
26396715,85943
26397697,85944
26396442,85945
26394034,85946
26393474,85947
26396418,85948
26396180,85949
26395360,85950
26397790,85951
26393851,85952
26395737,85953
26396150,85954
26393996,85955
26396004,85956
26396127,85957
26393054,85958
26393666,30403
26392907,85959
26397742,85960
26395215,85961
26393817,85962
26395008,85963
26395807,85964
26395510,85965
26395844,85966
26395626,85967
26395894,85968
26393322,85969
26393070,85970
26396384,85971
26394015,85972
26395729,85973
26394795,85974
26396359,85975
26395083,85976
26397745,85977
26392977,85978
26395425,85979
26394573,85980
26396698,24817
26396409,85981
26396332,85982
26394265,85983
26394273,85984
26397632,85985
26395166,85986
26393949,85987
26397494,85988
26393777,85989
26394638,85990
26397448,35815
26395598,85991
26397108,85992
26395800,85993
26397285,85994
26396958,85995
26396069,85996
26394950,85997
26395275,85998
26396231,85999
26394984,86000
26396921,86001
26393793,86002
26396029,86003
26394720,86004
26394251,27412
26393911,86005
26396864,86006
26395713,86007
26394163,86008
26393367,86009
26393385,86010
26397542,86011
26397085,86012
26393859,48645
26397332,86013
26395466,86014
26394252,86015
26395664,86016
26394384,86017
26395486,86018
26393943,86019
26394649,86020
26394311,86021
26393285,86022
26397250,86023
26395204,86024
26396531,86025
26395058,86026
26393074,86027
26394139,86028
26397478,86029
26396423,86030
26395218,86031
26396103,86032
26393346,86033
26393037,86034
26396938,86035
26395610,86036
26394201,86037
26395212,86038
26395003,86039
26392859,86040
26394247,86041
26393956,86042
26393293,86043
26395687,86044
26394770,86045
26396430,86046
26393572,86047
26397675,86048
26395477,86049
26396038,86050
26395631,86051
26395735,86052
26395532,86053
26394033,86054
26394811,86055
26393772,86056
26397239,86057
26396738,86058
26396683,86059
26393045,86060
26393582,86061
26394541,86062
26395347,86063
26395409,86064
26395121,86065
26397163,86066
26397462,86067
26396823,86068
26393430,86069
26394199,86070
26396315,86071
26394093,86072
26396399,86073
26396395,65514
26396798,86074
26393220,86075
26397481,86076
26394933,86077
26392886,86078
26393548,86079
26395132,86080
26394809,86081
26395112,86082
26397651,86083
26395128,86084
26397269,86085
26393760,86086
26394766,86087
26396814,86088
26394102,86089
26396841,86090
26397194,86091
26396397,86092
26394154,86093
26394016,86094
26396517,86095
26395406,86096
26394323,86097
26395439,86098
26397275,86099
26397710,86100
26396248,86101
26393651,86102
26397734,86103
26394224,86104
26393103,86105
26392813,20851
26395527,86106
26396488,86107
26396013,86108
26395604,86109
26393480,86110
26397385,86111
26394899,86112
26396213,86113
26396203,86114
26393753,86115
26396429,86116
26397327,86117
26394445,86118
26396577,86119
26396128,86120
26396811,86121
26395668,86122
26397241,86123
26395607,86124
26394617,86125
26394373,86126
26395666,86127
26394778,86128
26396513,86129
26397581,86130
26397661,86131
26392951,86132
26394375,86133
26397361,86134
26392847,86135
26395134,86136
26395813,86137
26396819,86138
26393690,86139
26394969,86140
26393530,86141
26397072,86142
26394562,86143
26394401,86144
26395155,86145
26394705,86146
26397659,86147
26395853,86148
26397469,86149
26394528,86150
26396781,86151
26397623,86152
26394035,86153
26395292,86154
26393806,86155
26396117,49138
26396058,86156
26395010,86157
26394997,86158
26394729,86159
26397452,86160
26394994,67071
26394999,86161
26394599,86162
26396264,86163
26396897,86164
26393440,86165
26393403,86166
26395903,86167
26396902,86168
26396704,86169
26395748,86170
26395548,86171
26394674,86172
26396518,86173
26396560,86174
26392962,86175
26395493,86176
26395152,86177
26395271,86178
26396183,86179
26393256,86180
26392872,86181
26397534,86182
26395911,86183
26392987,86184
26394812,86185
26393197,35957
26393574,86186
26395498,86187
26395584,86188
26392836,21353
26393201,86189
26394764,86190
26394208,86191
26395915,86192
26397183,86193
26393033,86194
26393535,86195
26393355,86196
26392968,86197
26392990,86198
26395081,86199
26397712,86200
26393631,86201
26393221,86202
26397482,86203
26394092,86204
26397054,86205
26392802,86206
26394413,86207
26393299,86208
26393560,86209
26397574,86210
26395303,86211
26394572,86212
26394400,86213
26393333,86214
26397447,86215
26394551,86216
26395472,86217
26395541,86218
26396188,86219
26395630,86220
26393289,86221
26393391,86222
26393748,86223
26396078,86224
26395344,86225
26395444,86226
26396377,86227
26396861,86228
26397221,86229
26396699,86230
26392884,86231
26396371,86232
26396831,86233
26396312,86234
26395661,86235
26394923,86236
26392893,86237
26394873,86238
26396443,86239
26394439,86240
26396810,86241
26394737,86242
26396872,86243
26397592,86244
26396947,86245
26395790,86246
26395093,86247
26392903,86248
26395770,86249
26395583,86250
26396705,86251
26394491,86252
26394184,86253
26396356,47353
26394320,86254
26397401,86255
26397000,86256
26397208,86257
26397544,86258
26393011,86259
26393431,86260
26397706,86261
26394348,86262
26392898,86263
26396692,86264
26396969,86265
26395875,86266
26395941,86267
26393076,86268
26396797,86269
26393277,86270
26397073,86271
26395042,86272
26393487,86273
26396510,86274
26394231,86275
26396028,86276
26393504,86277
26395390,86278
26393109,86279
26396121,86280
26394946,86281
26394171,86282
26397203,86283
26394350,86284
26394650,86285
26397192,86286
26394194,86287
26395950,86288
26396579,86289
26393153,86290
26393291,86291
26396562,86292
26393732,86293
26397662,86294
26394296,86295
26396251,86296
26397133,86297
26396114,86298
26395096,86299
26395761,86300
26394524,86301
26397767,86302
26396983,86303
26393636,86304
26394804,86305
26393518,86306
26395056,86307
26393852,86308
26396477,86309
26396873,86310
26396246,86311
26393219,86312
26392910,86313
26397420,86314
26396971,86315
26395996,86316
26395319,86317
26395572,86318
26395086,86319
26395834,86320
26396796,86321
26396559,86322
26397032,86323
26395901,86324
26394715,86325
26394656,86326
26393105,86327
26395745,86328
26393176,86329
26395683,86330
26396543,86331
26394938,86332
26395205,86333
26395111,86334
26394828,86335
26393200,86336
26394479,86337
26395776,86338
26393244,86339
26396015,86340
26395616,39583
26394627,86341
26396324,86342
26397086,86343
26397116,86344
26396883,86345
26392870,86346
26397397,86347
26395313,45748
26393075,86348
26395531,86349
26394202,86350
26393741,86351
26396353,86352
26394426,86353
26393095,86354
26395997,86355
26394512,86356
26396563,86357
26396060,86358
26394126,86359
26396644,86360
26395052,86361
26394785,86362
26397298,86363
26394830,86364
26397309,86365
26395047,86366
26396788,86367
26394618,86368
26396925,86369
26397751,86370
26397354,86371
26393230,86372
26395372,86373
26393082,86374
26395503,86375
26395613,86376
26397504,86377
26396174,86378
26394833,86379
26397535,86380
26397626,86381
26394228,86382
26396777,86383
26397693,86384
26397717,27645
26397335,69261
26393890,86385
26394050,28592
26396822,86386
26395762,86387
26393449,86388
26394046,86389
26395989,86390
26393195,86391
26395534,86392
26396085,86393
26397446,86394
26397731,86395
26395285,29350
26395796,86396
26394780,86397
26393182,86398
26394723,86399
26397408,86400
26393171,86401
26396650,86402
26396593,86403
