seg_id,n_sources,sources,s_mean_sz,s_sd_sz,s_mean_lpd,s_sd_lpd,s_mean_gpd,s_sd_gpd,s_mean_lrda,s_sd_lrda,s_mean_grda,s_sd_grda,s_mean_iic,s_sd_iic,n_expert,n_experienced,n_novice,n_crowd,n_other,n_untiered,votes_seizure,votes_lpd,votes_gpd,votes_lrda,votes_grda,votes_other
20546,1,sparcnet50K,-0.671088,0.679687,-0.682853,0.433892,-0.551712,0.450361,-0.497994,0.48367,-0.597746,0.476702,2.43411,0.374572,11,0,0,0,0,0,0,0,0,0,0,11
20547,1,sparcnet50K,-0.715602,0.657618,-0.696167,0.418575,-0.575591,0.433563,-0.50385,0.478852,-0.624691,0.465738,2.48499,0.369029,19,1,0,0,0,0,0,0,0,0,0,20
20548,1,sparcnet50K,-0.728716,0.637674,0.31217,0.190988,-0.583731,0.42276,-0.52309,0.463574,-0.607554,0.471432,1.551,0.212849,19,1,0,0,0,0,0,2,0,0,1,17
20549,1,sparcnet50K,-0.749589,0.635251,-0.737303,0.407999,-0.597893,0.425596,-0.545724,0.452548,1.65704,0.143035,0.683267,0.200787,12,0,0,0,0,0,0,0,0,0,6,6
20550,1,sparcnet50K,-0.833727,0.652935,-0.20633,0.611894,-0.248704,0.591038,-0.182072,0.591746,-0.263435,0.579232,2.04216,0.432453,1,1,0,0,0,0,0,0,0,0,0,2
20551,1,sparcnet50K,-0.619497,0.700188,-0.616406,0.447267,0.463238,0.28446,-0.412028,0.504527,-0.531914,0.495372,2.27523,0.401388,19,1,0,0,0,0,0,0,2,0,0,18
20552,1,sparcnet50K,-0.913804,0.634753,-0.147552,0.469734,0.233229,0.346964,-0.446568,0.500648,0.613248,0.248788,1.11421,0.225027,12,1,0,0,0,0,0,2,1,0,2,8
20553,1,sparcnet50K,-0.770336,0.675296,-0.122555,0.625083,-0.168977,0.600326,-0.10112,0.600797,-0.166787,0.59003,2.04586,0.438584,1,1,0,0,0,0,0,0,0,0,0,2
20554,2,iiic_crowdsourcing:kong2025:crowd|sparcnet50K,-0.835947,0.476891,-0.461109,0.32953,2.27398,0.15659,-0.693113,0.349976,-0.633914,0.319122,-1.0803,0.302314,19,6,30,6,0,0,1,3,51,3,4,1
20555,1,sparcnet50K,-0.902994,0.661611,-0.267277,0.621315,0.646439,0.607526,-0.244305,0.601494,0.47234,0.713969,-0.250995,0.642214,1,1,0,0,0,0,0,0,1,0,1,0
20556,1,sparcnet50K,-0.864047,0.635467,-0.235884,0.599655,-0.276353,0.579122,-0.215928,0.578774,-0.283767,0.568709,2.00078,0.427741,1,1,0,0,0,0,0,0,0,0,0,2
20557,1,sparcnet50K,-0.92725,0.623468,-0.300593,0.591156,-0.33336,0.572692,-0.276548,0.572392,-0.349172,0.558919,1.95505,0.424469,1,1,0,0,0,0,0,0,0,0,0,2
20558,3,iiic_crowdsourcing:kong2025:crowd|iiic_crowdsourcing:kong2025:expert|sparcnet50K,0.676361,0.077339,-1.22266,0.425863,0.127391,0.176212,-0.335672,0.294303,0.145206,0.166558,1.55926,0.0758958,14,7,38,11,0,0,18,0,8,4,8,36
20559,1,sparcnet50K,-0.836267,0.673411,-0.215903,0.624439,-0.26063,0.599167,-0.197057,0.60142,-0.261654,0.58946,1.98872,0.445895,1,1,0,0,0,0,0,0,0,0,0,2
20560,1,sparcnet50K,-0.708239,0.679152,-0.32923,0.403561,1.12102,0.124244,-0.516582,0.488293,0.0428641,0.35386,0.804542,0.18836,16,1,0,0,0,0,0,1,6,0,1,9
20561,3,iiic_crowdsourcing:kong2025:crowd|iiic_crowdsourcing:kong2025:expert|sparcnet50K,-1.04211,0.546277,-0.303228,0.309722,-0.184249,0.320579,-0.526365,0.370024,0.643916,0.130758,1.89093,0.12977,14,5,24,13,0,0,1,5,4,4,7,39
20562,1,sparcnet50K,-0.819392,0.693736,-0.196144,0.64032,-0.240904,0.616797,-0.181123,0.611291,-0.245786,0.608688,2.02577,0.458118,1,1,0,0,0,0,0,0,0,0,0,2
20563,1,sparcnet50K,-0.536126,0.678523,-0.136203,0.397986,0.357871,0.358924,-0.342572,0.492791,1.56805,0.164017,0.424477,0.241721,13,0,0,0,0,0,0,1,2,0,5,5
20564,1,sparcnet50K,-0.687509,0.624058,-0.698916,0.39662,-0.574187,0.410471,-0.491433,0.449074,0.657036,0.22545,1.72545,0.230044,14,1,0,0,0,0,0,0,0,0,2,13
20565,1,sparcnet50K,-0.640972,0.696752,-0.64826,0.44656,-0.528758,0.462905,-0.451892,0.503894,1.46878,0.173369,1.08248,0.22239,13,0,0,0,0,0,0,0,0,0,5,8
20566,1,sparcnet50K,-0.610047,0.742454,-0.62017,0.476782,-0.490443,0.498018,-0.423666,0.536562,-0.523083,0.53024,2.50353,0.409261,13,0,0,0,0,0,0,0,0,0,0,13
20567,1,sparcnet50K,-1.00138,0.628593,-0.680779,0.461449,-0.564858,0.469847,-0.536078,0.488621,0.483993,0.258843,1.9171,0.263477,12,1,0,0,0,0,0,0,0,0,2,11
20568,1,sparcnet50K,-0.676727,0.676487,-0.660572,0.43267,-0.533919,0.450181,-0.469659,0.489698,0.45589,0.443037,1.38924,0.23442,19,1,0,0,0,0,0,0,0,0,5,15
20569,1,sparcnet50K,-0.900997,0.657116,-0.29147,0.606619,-0.331461,0.582607,-0.27264,0.587392,0.464151,0.709416,0.976481,0.449609,1,1,0,0,0,0,0,0,0,0,1,1
20570,1,sparcnet50K,-0.896598,0.659742,-0.268781,0.623487,-0.305139,0.60131,-0.250724,0.600388,-0.304309,0.593519,1.96777,0.435916,1,1,0,0,0,0,0,0,0,0,0,2
20571,1,sparcnet50K,-0.696733,0.668762,-0.697963,0.425137,-0.00164275,0.342532,-0.489707,0.486016,-0.620548,0.470319,2.07726,0.299201,16,1,0,0,0,0,0,0,1,0,0,16
20572,2,iiic_crowdsourcing:kong2025:crowd|sparcnet50K,0.368771,0.135406,-0.841733,0.386009,-0.525885,0.323198,0.756641,0.123748,0.289182,0.168464,1.58414,0.0876287,14,11,40,10,0,0,10,3,4,11,8,42
20573,3,iiic_crowdsourcing:kong2025:crowd|iiic_crowdsourcing:kong2025:expert|sparcnet50K,-0.0754063,0.255987,-1.29651,0.466861,0.893797,0.0619342,-1.10747,0.399567,1.03998,0.0798285,0.838304,0.0949966,20,13,41,9,0,0,8,2,19,2,32,23
20574,1,sparcnet50K,-0.647381,0.675458,-0.652635,0.432987,-0.5181,0.450773,-0.443237,0.48624,-0.549987,0.479248,2.50117,0.371716,12,0,0,0,0,0,0,0,0,0,0,12
20575,1,sparcnet50K,1.30286,0.654111,-0.241811,0.600176,-0.278007,0.58046,-0.233357,0.569194,-0.304494,0.550958,-0.224582,0.620163,2,1,0,0,0,0,3,0,0,0,0,0
20576,1,sparcnet50K,1.34264,0.666471,-0.243162,0.615805,-0.277372,0.594945,-0.232575,0.58289,-0.305333,0.56605,-0.228636,0.636538,2,1,0,0,0,0,3,0,0,0,0,0
20577,1,sparcnet50K,1.29774,0.610549,-0.291324,0.588657,-0.327387,0.56789,-0.284326,0.557921,-0.351949,0.541362,-0.272931,0.608636,2,1,0,0,0,0,3,0,0,0,0,0
20578,3,iiic_crowdsourcing:kong2025:crowd|iiic_crowdsourcing:kong2025:expert|sparcnet50K,1.80971,0.17532,-1.16324,0.444096,-1.2545,0.476199,-0.944684,0.367999,-0.978858,0.38344,-0.632594,0.347065,5,6,44,14,0,0,57,1,4,3,2,3
20579,1,sparcnet50K,-0.73215,0.645342,-0.193744,0.340665,0.999789,0.123518,-0.505478,0.469598,-0.625413,0.460539,1.00122,0.174744,19,1,0,0,0,0,0,1,5,0,0,14
20580,1,sparcnet50K,-0.964514,0.681401,-0.357749,0.631419,-0.390887,0.607197,-0.340863,0.608801,-0.40097,0.596432,1.90334,0.454219,1,1,0,0,0,0,0,0,0,0,0,2
20581,1,sparcnet50K,-0.877307,0.644276,-0.263827,0.598906,-0.305574,0.574392,-0.24656,0.577513,-0.30795,0.566434,1.96581,0.433536,1,1,0,0,0,0,0,0,0,0,0,2
20582,1,sparcnet50K,-0.723894,0.660386,-0.342746,0.39092,-0.596225,0.43626,-0.528086,0.47546,0.556824,0.242004,1.55342,0.224595,16,1,0,0,0,0,0,1,0,0,2,14
20583,2,iiic_crowdsourcing:kong2025:crowd|sparcnet50K,-0.439114,0.343529,-0.730011,0.361978,-0.654169,0.353967,-0.567088,0.318357,2.27959,0.112794,-0.0426599,0.192289,19,7,28,10,0,0,3,2,2,4,49,8
20584,1,sparcnet50K,-0.821573,0.650473,-0.184798,0.600387,-0.228346,0.576045,-0.161813,0.576676,-0.236463,0.568166,2.03339,0.422656,1,1,0,0,0,0,0,0,0,0,0,2
20585,1,sparcnet50K,-0.693597,0.654722,-0.677266,0.417459,-0.554062,0.43396,-0.487522,0.474474,-0.604048,0.463453,2.50692,0.362348,19,1,0,0,0,0,0,0,0,0,0,20
20586,1,sparcnet50K,-0.469402,0.713528,-0.742407,0.452304,-0.60768,0.471431,-0.134271,0.526968,0.726906,0.265114,1.1881,0.230969,12,0,0,0,0,0,1,0,0,1,2,8
20587,1,sparcnet50K,0.0874988,0.986112,-0.227744,0.62526,-0.265619,0.603668,-0.20347,0.605524,-0.275267,0.590841,0.811661,0.73524,1,1,0,0,0,0,1,0,0,0,0,1
20588,3,iiic_crowdsourcing:kong2025:crowd|iiic_crowdsourcing:kong2025:expert|sparcnet50K,-0.747286,0.42887,-0.122911,0.23362,0.637844,0.0830072,-0.710774,0.358734,0.669204,0.0975208,1.38893,0.0848289,13,3,38,17,0,0,4,9,13,5,16,26
20589,1,sparcnet50K,-0.884758,0.676489,-0.257231,0.638436,-0.293832,0.61803,-0.231122,0.6181,0.505489,0.739653,0.994425,0.467482,1,1,0,0,0,0,0,0,0,0,1,1
20590,1,sparcnet50K,-0.992904,0.658895,-0.382833,0.614676,-0.411673,0.592081,-0.363015,0.59492,0.329309,0.718922,0.890958,0.453262,1,1,0,0,0,0,0,0,0,0,1,1
20591,1,sparcnet50K,-0.677891,0.669008,-0.688948,0.424142,-0.565542,0.439356,-0.487002,0.491388,-0.590017,0.479022,2.46772,0.401945,14,1,0,0,0,0,0,0,0,0,0,15
20592,1,sparcnet50K,-0.947841,0.607476,-0.647783,0.445923,0.299021,0.353428,-0.495694,0.476167,1.18893,0.17277,1.15117,0.218162,12,1,0,0,0,0,0,0,2,0,3,8
20593,2,iiic_crowdsourcing:kong2025:crowd|sparcnet50K,0.887044,0.0900234,-0.987803,0.453149,-0.658015,0.369459,-0.974213,0.423887,1.47046,0.0974021,0.0622385,0.25255,11,7,29,11,0,0,21,1,2,1,27,7
20594,1,sparcnet50K,-0.97218,0.633622,-0.335607,0.599704,-0.362336,0.579706,-0.309694,0.579799,-0.37508,0.568296,1.90947,0.431322,1,1,0,0,0,0,0,0,0,0,0,2
20595,1,sparcnet50K,1.31361,0.660893,-0.26443,0.605342,-0.304351,0.580022,-0.24556,0.582426,-0.308093,0.57164,-0.246419,0.628082,2,1,0,0,0,0,3,0,0,0,0,0
20596,1,sparcnet50K,1.28728,0.668337,-0.288036,0.601676,-0.326548,0.58009,-0.266195,0.58167,-0.341355,0.568294,-0.27362,0.621205,2,1,0,0,0,0,3,0,0,0,0,0
20597,2,iiic_crowdsourcing:kong2025:crowd|sparcnet50K,0.350655,0.142845,-0.1356,0.323778,-1.02614,0.437565,0.354881,0.21062,-0.592143,0.359696,1.72562,0.0959748,2,5,41,11,0,0,10,5,2,9,5,33
20598,1,sparcnet50K,1.26624,0.617873,-0.297586,0.565415,-0.331415,0.544954,-0.276875,0.545375,-0.337497,0.537593,-0.280762,0.58575,2,1,0,0,0,0,3,0,0,0,0,0
20599,3,iiic_crowdsourcing:kong2025:crowd|iiic_crowdsourcing:kong2025:expert|sparcnet50K,0.0636392,0.181812,0.443019,0.16449,-0.820951,0.372507,1.07172,0.0970319,-0.106394,0.189062,1.44323,0.0801025,4,7,53,16,0,0,8,10,3,22,8,33
20600,3,iiic_crowdsourcing:kong2025:crowd|iiic_crowdsourcing:kong2025:expert|sparcnet50K,-0.136296,0.16641,0.452485,0.112387,-1.0862,0.352872,1.63135,0.0617387,-0.277179,0.198877,1.09111,0.0589244,5,24,114,52,0,0,12,27,8,83,18,53
20601,1,sparcnet50K,1.3374,0.665505,-0.254599,0.61749,-0.284418,0.597872,-0.225546,0.597141,-0.296966,0.585582,-0.243563,0.638159,2,1,0,0,0,0,3,0,0,0,0,0
20602,2,iiic_crowdsourcing:kong2025:crowd|sparcnet50K,0.445891,0.124361,-0.914023,0.424261,-1.09305,0.441491,-0.643624,0.357133,-1.17429,0.435828,2.36855,0.16188,13,7,27,6,0,0,11,1,0,3,0,39
20603,1,sparcnet50K,1.36086,0.625619,-0.229628,0.581478,-0.267765,0.561696,-0.208135,0.561343,-0.279383,0.54818,-0.214225,0.600234,1,2,0,0,0,0,3,0,0,0,0,0
20604,1,sparcnet50K,1.32032,0.670226,-0.268411,0.616331,-0.305026,0.595426,-0.249234,0.594758,-0.318649,0.583562,-0.251966,0.637486,1,2,0,0,0,0,3,0,0,0,0,0
20605,1,sparcnet50K,-0.435986,0.369507,-0.7142,0.434643,-0.571081,0.449853,-0.535518,0.479594,-0.588521,0.475685,2.3825,0.305777,17,2,0,0,0,0,1,0,0,0,0,18
20606,1,sparcnet50K,-0.8617,0.629573,-0.246871,0.580443,-0.290568,0.556246,-0.23183,0.556777,-0.294681,0.54954,1.98586,0.41058,1,1,0,0,0,0,0,0,0,0,0,2
20607,1,sparcnet50K,-0.679557,0.634727,-0.689925,0.402915,-0.564269,0.416997,-0.488604,0.461316,-0.589664,0.452239,2.47063,0.350804,14,1,0,0,0,0,0,0,0,0,0,15
20608,1,sparcnet50K,-0.943491,0.703187,-0.349283,0.655455,-0.38468,0.63088,-0.333969,0.632012,-0.394592,0.6194,1.89642,0.478058,1,1,0,0,0,0,0,0,0,0,0,2
20609,1,sparcnet50K,1.35409,0.62265,-0.227767,0.575035,-0.271965,0.553578,-0.211032,0.551674,-0.325049,0.51985,-0.213348,0.594249,2,1,0,0,0,0,3,0,0,0,0,0
20610,1,sparcnet50K,1.3981,0.591112,-0.199409,0.580222,-0.238985,0.560115,-0.179909,0.556386,-0.279108,0.528756,-0.181508,0.601273,2,1,0,0,0,0,3,0,0,0,0,0
20611,1,sparcnet50K,1.3569,0.646422,-0.278647,0.594306,-0.315307,0.573068,-0.264233,0.568901,-0.347863,0.5499,-0.268437,0.612652,2,1,0,0,0,0,3,0,0,0,0,0
20612,1,sparcnet50K,1.38793,0.616151,-0.190596,0.600692,-0.233276,0.576307,-0.181782,0.569287,-0.254171,0.550778,-0.172758,0.622628,2,1,0,0,0,0,3,0,0,0,0,0
20613,1,sparcnet50K,1.33061,0.637263,-0.234847,0.602112,-0.275844,0.578726,-0.226032,0.57467,-0.299527,0.552139,-0.219081,0.619829,2,1,0,0,0,0,3,0,0,0,0,0
20614,1,sparcnet50K,1.41542,0.636496,-0.162248,0.610166,-0.210684,0.584655,-0.154183,0.580493,-0.243626,0.55502,-0.14779,0.628031,2,1,0,0,0,0,3,0,0,0,0,0
20615,1,sparcnet50K,1.35046,0.6326,-0.25115,0.60562,-0.291099,0.582817,-0.243739,0.576263,-0.319661,0.557462,-0.237402,0.624078,2,1,0,0,0,0,3,0,0,0,0,0
20616,1,sparcnet50K,1.4024,0.611919,-0.208751,0.600418,-0.249503,0.578886,-0.197399,0.572401,-0.280057,0.55324,-0.194088,0.619937,2,1,0,0,0,0,3,0,0,0,0,0
20617,1,sparcnet50K,1.32854,0.619291,-0.232546,0.61455,-0.27401,0.590533,-0.22439,0.584928,-0.296946,0.566088,-0.215412,0.633985,2,1,0,0,0,0,3,0,0,0,0,0
20618,1,sparcnet50K,1.33335,0.594747,-0.270567,0.584112,-0.307214,0.561997,-0.260425,0.555767,-0.330929,0.541007,-0.255639,0.602752,2,1,0,0,0,0,3,0,0,0,0,0
20619,1,sparcnet50K,1.28783,0.65645,-0.281786,0.60489,-0.327954,0.582782,-0.277889,0.578591,-0.363674,0.552146,-0.267377,0.621467,2,1,0,0,0,0,3,0,0,0,0,0
20620,1,sparcnet50K,-0.911691,0.644694,-0.29478,0.607211,-0.331453,0.586391,-0.275771,0.584942,-0.344434,0.573739,1.96515,0.432971,1,1,0,0,0,0,0,0,0,0,0,2
20621,1,sparcnet50K,-0.11754,0.318278,-0.723225,0.447389,-0.585283,0.461258,-0.542117,0.493423,0.115735,0.334675,1.89023,0.265583,18,2,0,0,0,0,2,0,0,0,1,17
20622,1,sparcnet50K,1.37497,0.625135,-0.20844,0.602458,-0.245362,0.583818,-0.204825,0.569953,-0.312284,0.537682,-0.195471,0.622965,2,1,0,0,0,0,3,0,0,0,0,0
20623,1,sparcnet50K,1.31659,0.611022,-0.262476,0.592922,-0.30255,0.57181,-0.264429,0.560016,-0.361582,0.523839,-0.24499,0.611948,2,1,0,0,0,0,3,0,0,0,0,0
20624,1,sparcnet50K,1.33476,0.645898,-0.2343,0.603815,-0.266945,0.585082,-0.238601,0.564347,-0.290987,0.555872,-0.21898,0.623157,2,1,0,0,0,0,3,0,0,0,0,0
20625,1,sparcnet50K,1.36527,0.585128,-0.232091,0.564548,-0.267153,0.544977,-0.238793,0.527755,-0.296709,0.518117,-0.217802,0.583112,2,1,0,0,0,0,3,0,0,0,0,0
20626,1,sparcnet50K,1.31588,0.644397,-0.250516,0.644206,-0.29153,0.621045,-0.264228,0.600013,-0.313704,0.58753,-0.229093,0.666829,2,1,0,0,0,0,3,0,0,0,0,0
20627,1,sparcnet50K,1.30898,0.660045,-0.325574,0.637338,-0.357237,0.617906,-0.334017,0.597568,-0.393212,0.586218,-0.31269,0.65759,2,1,0,0,0,0,3,0,0,0,0,0
20628,1,sparcnet50K,1.37335,0.672487,-0.238878,0.643195,-0.277331,0.622288,-0.250353,0.601191,-0.321719,0.594114,-0.226556,0.664484,2,1,0,0,0,0,3,0,0,0,0,0
20629,1,sparcnet50K,1.36877,0.682534,-0.215489,0.668575,-0.252083,0.643432,-0.223883,0.622473,-0.281832,0.61242,-0.19896,0.693222,2,1,0,0,0,0,3,0,0,0,0,0
20630,1,sparcnet50K,-0.858961,0.690928,-0.222515,0.64866,-0.259016,0.625809,-0.200066,0.625107,-0.265384,0.612383,2.0006,0.45109,1,1,0,0,0,0,0,0,0,0,0,2
20631,1,sparcnet50K,1.34531,0.618101,-0.21179,0.585379,-0.255307,0.563236,-0.223989,0.546117,-0.283955,0.532471,-0.192857,0.604924,2,1,0,0,0,0,3,0,0,0,0,0
20632,2,iiic_crowdsourcing:kong2025:crowd|sparcnet50K,1.09676,0.121289,-0.873624,0.501791,0.104082,0.394962,-0.741885,0.434023,-0.114127,0.318194,0.55662,0.290583,2,4,17,5,0,0,18,0,4,1,4,3
20633,1,sparcnet50K,1.39065,0.587253,-0.204995,0.560155,-0.243741,0.542008,-0.215087,0.52391,-0.276275,0.517045,-0.19021,0.580263,2,1,0,0,0,0,3,0,0,0,0,0
20634,1,sparcnet50K,1.34666,0.604774,-0.263503,0.592813,-0.295622,0.573421,-0.270996,0.553147,-0.323107,0.547472,-0.248301,0.61358,2,1,0,0,0,0,3,0,0,0,0,0
20635,1,sparcnet50K,1.35133,0.648966,-0.222775,0.617925,-0.265026,0.596314,-0.234501,0.577453,-0.301718,0.562202,-0.206069,0.63749,2,1,0,0,0,0,3,0,0,0,0,0
20636,1,sparcnet50K,-0.958864,0.633532,-0.670199,0.461125,0.198014,0.342091,-0.525402,0.494611,-0.631384,0.484837,2.12519,0.296177,14,1,0,0,0,0,0,0,1,0,0,14
20637,1,sparcnet50K,1.32243,0.63296,-0.255698,0.58694,-0.295359,0.565264,-0.249608,0.55579,-0.332043,0.533401,-0.240453,0.60569,2,1,0,0,0,0,3,0,0,0,0,0
20638,1,sparcnet50K,1.35454,0.643701,-0.250637,0.61762,-0.285445,0.597975,-0.240379,0.587382,-0.315256,0.569074,-0.235174,0.637285,2,1,0,0,0,0,3,0,0,0,0,0
20639,3,iiic_crowdsourcing:kong2025:crowd|iiic_crowdsourcing:kong2025:expert|sparcnet50K,2.96057,0.37842,-1.30893,0.475029,-1.27243,0.43763,-1.45239,0.448643,-1.25985,0.406959,-1.15807,0.47598,3,10,45,13,0,0,70,0,0,0,2,0
20640,1,sparcnet50K,1.32645,0.62642,-0.280567,0.593036,-0.313206,0.572789,-0.269493,0.561843,-0.347058,0.543024,-0.266674,0.612986,2,1,0,0,0,0,3,0,0,0,0,0
20641,1,sparcnet50K,1.39248,0.576929,-0.20618,0.576504,-0.243442,0.55909,-0.206231,0.544052,-0.30952,0.514122,-0.189189,0.596252,2,1,0,0,0,0,3,0,0,0,0,0
20642,1,sparcnet50K,1.36326,0.605011,-0.264507,0.590956,-0.289565,0.574251,-0.258902,0.55658,-0.358312,0.527542,-0.252657,0.611825,2,1,0,0,0,0,3,0,0,0,0,0
20643,1,sparcnet50K,1.34192,0.605384,-0.274339,0.609169,-0.308878,0.58711,-0.27554,0.571098,-0.376892,0.538766,-0.258946,0.630503,2,1,0,0,0,0,3,0,0,0,0,0
20644,1,sparcnet50K,1.30354,0.660569,-0.345561,0.666162,-0.381028,0.642548,-0.351437,0.625158,-0.451083,0.589009,-0.328248,0.690137,2,1,0,0,0,0,3,0,0,0,0,0
20645,1,sparcnet50K,-0.860889,0.596056,-0.236089,0.548237,-0.277064,0.52746,-0.21421,0.528017,-0.289894,0.516378,2.00689,0.398067,1,1,0,0,0,0,0,0,0,0,0,2
20646,1,sparcnet50K,-0.860048,0.611101,-0.207576,0.577176,-0.244698,0.55853,-0.184627,0.555731,-0.250731,0.54902,2.03524,0.40325,1,1,0,0,0,0,0,0,0,0,0,2
20647,1,sparcnet50K,1.27902,0.592224,-0.331663,0.556971,-0.368271,0.535082,-0.31406,0.536218,-0.389894,0.520554,-0.317094,0.576099,2,1,0,0,0,0,3,0,0,0,0,0
